J       CT       CP       eta
0.095   0.1085   0.0509   0.203
0.123   0.1065   0.0512   0.257
0.144   0.1050   0.0511   0.296
0.168   0.1029   0.0516   0.336
0.192   0.1005   0.0517   0.373
0.216   0.0980   0.0519   0.408
0.241   0.0951   0.0521   0.440
0.264   0.0927   0.0523   0.467
0.291   0.0895   0.0524   0.497
0.311   0.0870   0.0524   0.517
0.339   0.0834   0.0524   0.539
0.362   0.0802   0.0523   0.555
0.382   0.0772   0.0521   0.566
0.406   0.0734   0.0516   0.577
0.430   0.0691   0.0508   0.584
0.456   0.0635   0.0494   0.585
0.479   0.0583   0.0480   0.582
