J       CT       CP       eta
0.094   0.1120   0.0608   0.173
0.118   0.1114   0.0615   0.215
0.145   0.1104   0.0622   0.257
0.169   0.1095   0.0630   0.294
0.194   0.1081   0.0638   0.328
0.218   0.1066   0.0645   0.361
0.246   0.1047   0.0652   0.395
0.272   0.1030   0.0661   0.423
0.299   0.1005   0.0666   0.452
0.323   0.0987   0.0674   0.473
0.350   0.0959   0.0678   0.495
0.376   0.0932   0.0682   0.514
0.398   0.0907   0.0684   0.527
0.422   0.0875   0.0685   0.539
0.449   0.0839   0.0685   0.550
0.474   0.0806   0.0684   0.558
0.498   0.0769   0.0681   0.563
