J       CT       CP       eta
0.135   0.0919   0.0428   0.290
0.163   0.0883   0.0428   0.337
0.198   0.0825   0.0423   0.386
0.229   0.0764   0.0411   0.425
0.264   0.0678   0.0390   0.459
0.291   0.0617   0.0373   0.482
0.331   0.0523   0.0343   0.504
0.360   0.0456   0.0321   0.513
0.390   0.0391   0.0298   0.513
0.426   0.0319   0.0271   0.501
0.465   0.0240   0.0240   0.464
0.493   0.0182   0.0216   0.416
0.528   0.0113   0.0186   0.320
0.558   0.0050   0.0158   0.176
0.587   -0.0010   0.0129   -0.046
0.626   -0.0100   0.0083   -0.758
