J       CT       CP       eta
0.104   0.1514   0.0789   0.200
0.134   0.1484   0.0790   0.251
0.158   0.1456   0.0790   0.290
0.184   0.1429   0.0795   0.330
0.208   0.1395   0.0794   0.365
0.236   0.1347   0.0788   0.403
0.263   0.1293   0.0779   0.436
0.289   0.1238   0.0766   0.466
0.315   0.1175   0.0747   0.495
0.343   0.1106   0.0725   0.524
0.369   0.1054   0.0711   0.547
0.390   0.1003   0.0694   0.564
0.419   0.0938   0.0673   0.585
0.444   0.0885   0.0656   0.600
0.469   0.0838   0.0642   0.612
0.494   0.0785   0.0624   0.621
0.524   0.0724   0.0604   0.629
