J       CT       CP       eta
0.448   0.0501   0.0461   0.486
0.478   0.0441   0.0441   0.477
0.503   0.0390   0.0422   0.465
0.530   0.0338   0.0402   0.445
0.556   0.0282   0.0380   0.412
0.582   0.0226   0.0359   0.367
0.614   0.0157   0.0331   0.292
0.642   0.0099   0.0304   0.210
0.670   0.0038   0.0275   0.091
0.694   -0.0014   0.0250   -0.040
0.725   -0.0086   0.0212   -0.294
0.746   -0.0131   0.0189   -0.516
0.783   -0.0220   0.0141   -1.226
0.806   -0.0278   0.0108   -2.069
0.829   -0.0337   0.0076   -3.669
