J       CT       CP       eta
0.505   0.0489   0.0575   0.430
0.539   0.0423   0.0554   0.412
0.571   0.0358   0.0529   0.387
0.603   0.0290   0.0501   0.350
0.631   0.0233   0.0477   0.308
0.664   0.0161   0.0445   0.240
0.685   0.0114   0.0423   0.185
0.721   0.0038   0.0386   0.072
0.745   -0.0011   0.0361   -0.024
0.786   -0.0109   0.0315   -0.272
0.810   -0.0159   0.0292   -0.440
0.847   -0.0247   0.0251   -0.832
0.878   -0.0326   0.0214   -1.339
0.905   -0.0396   0.0180   -1.991
0.939   -0.0487   0.0135   -3.376
0.967   -0.0560   0.0094   -5.765
