J       CT       CP       eta
0.474   0.1038   0.0999   0.492
0.503   0.1002   0.0995   0.507
0.536   0.0961   0.0993   0.518
0.559   0.0929   0.0990   0.525
0.592   0.0881   0.0985   0.529
0.619   0.0839   0.0980   0.530
0.643   0.0802   0.0976   0.528
0.676   0.0744   0.0964   0.521
0.701   0.0702   0.0957   0.514
0.729   0.0648   0.0947   0.499
0.762   0.0578   0.0929   0.475
0.789   0.0514   0.0910   0.446
0.812   0.0450   0.0884   0.413
0.848   0.0321   0.0824   0.330
0.873   0.0241   0.0779   0.270
0.903   0.0133   0.0718   0.168
0.928   0.0058   0.0676   0.080
0.961   -0.0042   0.0619   -0.066
0.985   -0.0112   0.0582   -0.189
1.018   -0.0206   0.0528   -0.397
1.040   -0.0263   0.0495   -0.553
1.072   -0.0349   0.0451   -0.831
1.105   -0.0444   0.0391   -1.255
1.124   -0.0495   0.0362   -1.538
