RPM    CT       CP
1583   0.0958   0.0608
1896   0.0981   0.0599
2163   0.1002   0.0589
2499   0.1028   0.0583
2782   0.1037   0.0573
3098   0.1059   0.0574
3419   0.1077   0.0571
3701   0.1088   0.0568
4006   0.1119   0.0564
4314   0.1133   0.0558
4611   0.1145   0.0556
4915   0.1150   0.0551
5219   0.1170   0.0547
5509   0.1178   0.0544
5837   0.1185   0.0541
6170   0.1185   0.0538
