J       CT       CP       eta
0.087   0.1210   0.0592   0.179
0.108   0.1199   0.0597   0.218
0.129   0.1184   0.0600   0.255
0.153   0.1175   0.0609   0.295
0.176   0.1154   0.0612   0.332
0.195   0.1142   0.0616   0.361
0.223   0.1117   0.0623   0.400
0.242   0.1103   0.0627   0.425
0.264   0.1081   0.0632   0.452
0.286   0.1061   0.0636   0.477
0.309   0.1031   0.0636   0.501
0.332   0.1008   0.0641   0.522
0.353   0.0983   0.0641   0.541
0.374   0.0957   0.0642   0.557
0.394   0.0931   0.0643   0.571
0.416   0.0900   0.0642   0.584
0.441   0.0865   0.0639   0.597
