J       CT       CP       eta
0.152   0.1204   0.1023   0.180
0.188   0.1176   0.1000   0.221
0.230   0.1153   0.0982   0.270
0.272   0.1133   0.0970   0.317
0.314   0.1105   0.0952   0.364
0.356   0.1097   0.0941   0.414
0.399   0.1090   0.0923   0.471
0.442   0.1051   0.0918   0.506
0.480   0.1005   0.0911   0.530
0.521   0.0954   0.0905   0.549
0.558   0.0906   0.0901   0.561
0.599   0.0840   0.0892   0.564
0.636   0.0782   0.0886   0.562
0.679   0.0680   0.0855   0.540
0.720   0.0551   0.0798   0.498
0.760   0.0415   0.0718   0.440
0.799   0.0307   0.0652   0.376
