J       CT       CP       eta
0.124   0.1003   0.0573   0.217
0.149   0.0993   0.0573   0.258
0.184   0.0970   0.0575   0.311
0.216   0.0947   0.0578   0.354
0.249   0.0913   0.0578   0.394
0.283   0.0879   0.0578   0.430
0.314   0.0838   0.0576   0.457
0.350   0.0786   0.0572   0.482
0.382   0.0731   0.0558   0.500
0.413   0.0668   0.0545   0.507
0.447   0.0597   0.0523   0.510
0.480   0.0529   0.0503   0.506
0.514   0.0446   0.0473   0.484
0.542   0.0388   0.0451   0.467
0.575   0.0316   0.0418   0.435
0.607   0.0244   0.0384   0.386
0.639   0.0171   0.0350   0.312
