J       CT       CP       eta
0.173   0.1024   0.0631   0.280
0.218   0.1004   0.0632   0.346
0.265   0.0968   0.0634   0.404
0.307   0.0919   0.0632   0.446
0.350   0.0856   0.0627   0.477
0.395   0.0774   0.0609   0.502
0.441   0.0696   0.0590   0.519
0.478   0.0632   0.0571   0.529
0.525   0.0536   0.0535   0.526
0.562   0.0466   0.0506   0.517
0.612   0.0366   0.0460   0.487
0.664   0.0265   0.0406   0.434
0.690   0.0216   0.0380   0.392
0.743   0.0108   0.0316   0.255
0.791   0.0006   0.0259   0.019
0.840   -0.0097   0.0198   -0.411
0.885   -0.0201   0.0133   -1.340
