J       CT       CP       eta
0.138   0.0658   0.0395   0.231
0.173   0.0619   0.0390   0.275
0.211   0.0578   0.0385   0.317
0.247   0.0527   0.0374   0.348
0.288   0.0466   0.0358   0.376
0.328   0.0404   0.0341   0.388
0.362   0.0350   0.0324   0.390
0.401   0.0280   0.0301   0.374
0.433   0.0223   0.0280   0.345
0.473   0.0151   0.0251   0.285
0.510   0.0081   0.0221   0.186
0.539   0.0028   0.0200   0.076
0.577   -0.0042   0.0169   -0.144
0.615   -0.0116   0.0138   -0.520
0.659   -0.0202   0.0101   -1.316
