J       CT       CP       eta
0.542   0.0667   0.0703   0.514
0.577   0.0599   0.0685   0.504
0.601   0.0545   0.0668   0.491
0.643   0.0446   0.0630   0.455
0.670   0.0380   0.0603   0.423
0.710   0.0280   0.0555   0.358
0.734   0.0222   0.0526   0.310
0.774   0.0127   0.0475   0.206
0.795   0.0082   0.0452   0.144
0.832   -0.0008   0.0402   -0.017
0.873   -0.0105   0.0351   -0.261
0.905   -0.0179   0.0310   -0.523
0.934   -0.0252   0.0268   -0.876
0.966   -0.0330   0.0222   -1.435
0.998   -0.0411   0.0172   -2.377
1.030   -0.0484   0.0125   -3.997
1.063   -0.0570   0.0073   -8.274
