RPM    CT       CP
1966   0.0971   0.0468
2322   0.0992   0.0452
2581   0.1008   0.0449
2869   0.1005   0.0446
3158   0.1015   0.0442
3438   0.1023   0.0440
3723   0.1036   0.0440
4034   0.1030   0.0434
4311   0.1038   0.0436
4572   0.1048   0.0439
4879   0.1050   0.0439
5181   0.1055   0.0439
5444   0.1063   0.0443
5749   0.1064   0.0443
5995   0.1075   0.0448
6320   0.1076   0.0448
