J       CT       CP       eta
0.133   0.1114   0.1033   0.144
0.168   0.1095   0.1025   0.180
0.208   0.1065   0.1008   0.220
0.242   0.1042   0.0990   0.255
0.281   0.1016   0.0971   0.294
0.317   0.0990   0.0955   0.329
0.353   0.0960   0.0936   0.362
0.391   0.0922   0.0918   0.393
0.426   0.0890   0.0898   0.422
0.471   0.0846   0.0887   0.449
0.503   0.0809   0.0874   0.465
0.539   0.0776   0.0868   0.482
0.573   0.0721   0.0842   0.491
0.601   0.0687   0.0833   0.495
0.648   0.0599   0.0800   0.485
0.677   0.0549   0.0781   0.476
0.722   0.0461   0.0741   0.449
