J       CT       CP       eta
0.177   0.0960   0.0561   0.303
0.207   0.0957   0.0558   0.355
0.234   0.0944   0.0557   0.397
0.266   0.0931   0.0557   0.444
0.297   0.0912   0.0557   0.486
0.325   0.0893   0.0558   0.520
0.355   0.0867   0.0555   0.555
0.386   0.0852   0.0560   0.588
0.415   0.0827   0.0561   0.612
0.443   0.0797   0.0558   0.633
0.471   0.0778   0.0564   0.650
0.499   0.0746   0.0561   0.664
0.528   0.0719   0.0565   0.672
0.556   0.0673   0.0556   0.673
0.591   0.0591   0.0529   0.661
