J       CT       CP       eta
0.092   0.0981   0.0509   0.177
0.118   0.0966   0.0509   0.224
0.145   0.0948   0.0508   0.270
0.167   0.0932   0.0509   0.305
0.194   0.0917   0.0503   0.354
0.218   0.0892   0.0499   0.389
0.240   0.0871   0.0497   0.421
0.267   0.0848   0.0491   0.461
0.290   0.0821   0.0490   0.487
0.314   0.0789   0.0487   0.510
0.335   0.0761   0.0483   0.527
0.359   0.0726   0.0478   0.545
0.382   0.0692   0.0473   0.559
0.406   0.0651   0.0464   0.570
0.433   0.0604   0.0452   0.579
0.455   0.0563   0.0441   0.580
0.478   0.0520   0.0428   0.581
