J       CT       CP       eta
0.089   0.0948   0.0446   0.189
0.113   0.0937   0.0453   0.233
0.136   0.0920   0.0460   0.272
0.156   0.0896   0.0465   0.301
0.176   0.0876   0.0469   0.329
0.198   0.0848   0.0469   0.359
0.221   0.0805   0.0465   0.383
0.243   0.0759   0.0457   0.403
0.263   0.0721   0.0453   0.419
0.285   0.0685   0.0446   0.438
0.309   0.0634   0.0436   0.450
0.330   0.0611   0.0432   0.466
0.348   0.0588   0.0427   0.479
0.374   0.0544   0.0415   0.490
0.395   0.0514   0.0408   0.498
0.415   0.0482   0.0398   0.503
0.436   0.0449   0.0388   0.505
