J       CT       CP       eta
0.610   0.0602   0.0851   0.431
0.644   0.0538   0.0831   0.417
0.678   0.0472   0.0808   0.395
0.718   0.0380   0.0773   0.353
0.749   0.0316   0.0746   0.317
0.799   0.0201   0.0689   0.233
0.826   0.0131   0.0651   0.166
0.867   0.0034   0.0600   0.050
0.899   -0.0034   0.0563   -0.054
0.937   -0.0128   0.0509   -0.235
0.978   -0.0222   0.0454   -0.478
1.016   -0.0322   0.0401   -0.817
1.055   -0.0420   0.0351   -1.265
1.090   -0.0513   0.0297   -1.887
1.125   -0.0612   0.0244   -2.826
1.164   -0.0719   0.0179   -4.686
1.198   -0.0812   0.0118   -8.241
