J       CT       CP       eta
0.088   0.1164   0.0576   0.177
0.119   0.1145   0.0581   0.234
0.139   0.1133   0.0585   0.269
0.165   0.1114   0.0590   0.312
0.190   0.1093   0.0595   0.348
0.218   0.1067   0.0599   0.388
0.243   0.1048   0.0606   0.421
0.267   0.1012   0.0604   0.447
0.293   0.0981   0.0605   0.475
0.319   0.0949   0.0607   0.498
0.344   0.0924   0.0611   0.520
0.370   0.0881   0.0607   0.536
0.394   0.0844   0.0605   0.551
0.417   0.0810   0.0601   0.562
0.442   0.0767   0.0596   0.568
0.469   0.0720   0.0589   0.574
0.490   0.0682   0.0581   0.575
