J       CT       CP       eta
0.094   0.0771   0.0416   0.174
0.121   0.0708   0.0412   0.208
0.141   0.0686   0.0412   0.234
0.164   0.0652   0.0411   0.260
0.188   0.0623   0.0410   0.286
0.212   0.0583   0.0404   0.306
0.235   0.0546   0.0400   0.321
0.260   0.0513   0.0398   0.335
0.280   0.0486   0.0394   0.345
0.302   0.0452   0.0385   0.355
0.325   0.0423   0.0380   0.362
0.348   0.0392   0.0372   0.366
0.373   0.0358   0.0363   0.367
0.396   0.0329   0.0354   0.367
0.418   0.0298   0.0345   0.361
0.441   0.0267   0.0336   0.351
0.464   0.0233   0.0325   0.333
