J       CT       CP       eta
0.452   0.0860   0.0735   0.528
0.480   0.0825   0.0735   0.539
0.504   0.0791   0.0734   0.543
0.530   0.0749   0.0730   0.544
0.557   0.0701   0.0721   0.541
0.586   0.0643   0.0707   0.533
0.615   0.0579   0.0688   0.517
0.640   0.0518   0.0667   0.498
0.668   0.0443   0.0636   0.465
0.689   0.0391   0.0615   0.438
0.720   0.0313   0.0577   0.390
0.746   0.0246   0.0544   0.337
0.778   0.0163   0.0501   0.252
0.801   0.0108   0.0471   0.183
0.832   0.0029   0.0429   0.057
0.851   -0.0015   0.0405   -0.031
0.885   -0.0099   0.0360   -0.244
0.912   -0.0170   0.0320   -0.486
0.938   -0.0234   0.0282   -0.777
0.966   -0.0304   0.0239   -1.225
0.995   -0.0376   0.0197   -1.902
1.020   -0.0440   0.0157   -2.857
1.049   -0.0516   0.0109   -4.953
