J       CT       CP       eta
0.375   0.0628   0.0431   0.547
0.396   0.0581   0.0417   0.552
0.422   0.0520   0.0397   0.553
0.443   0.0468   0.0379   0.547
0.463   0.0417   0.0358   0.539
0.488   0.0355   0.0333   0.520
0.507   0.0307   0.0313   0.497
0.536   0.0240   0.0282   0.455
0.555   0.0196   0.0263   0.413
0.580   0.0134   0.0233   0.334
0.598   0.0089   0.0212   0.252
0.624   0.0030   0.0181   0.102
0.647   -0.0021   0.0154   -0.089
0.669   -0.0075   0.0124   -0.405
0.692   -0.0126   0.0097   -0.903
0.709   -0.0166   0.0076   -1.558
