J       CT       CP       eta
0.098   0.1029   0.0780   0.129
0.123   0.1011   0.0778   0.160
0.150   0.0997   0.0767   0.195
0.178   0.0988   0.0752   0.233
0.208   0.0997   0.0731   0.284
0.234   0.1012   0.0722   0.327
0.261   0.1014   0.0721   0.367
0.289   0.1003   0.0722   0.401
0.317   0.0985   0.0726   0.430
0.341   0.0969   0.0727   0.454
0.371   0.0944   0.0730   0.480
0.396   0.0921   0.0731   0.499
0.425   0.0893   0.0734   0.516
0.451   0.0865   0.0737   0.529
0.474   0.0835   0.0736   0.538
0.502   0.0798   0.0735   0.545
0.527   0.0758   0.0731   0.546
