J       CT       CP       eta
0.100   0.1066   0.0639   0.167
0.122   0.1057   0.0637   0.203
0.151   0.1040   0.0637   0.247
0.179   0.1021   0.0641   0.284
0.207   0.1002   0.0644   0.321
0.235   0.0976   0.0643   0.357
0.262   0.0954   0.0646   0.387
0.289   0.0926   0.0645   0.414
0.316   0.0895   0.0647   0.438
0.342   0.0860   0.0648   0.454
0.369   0.0829   0.0645   0.474
0.394   0.0794   0.0641   0.488
0.421   0.0759   0.0636   0.502
0.444   0.0728   0.0634   0.510
0.476   0.0680   0.0627   0.516
0.501   0.0641   0.0619   0.518
0.531   0.0586   0.0607   0.513
