J       CT       CP       eta
0.115   0.1355   0.0696   0.223
0.146   0.1312   0.0693   0.276
0.174   0.1273   0.0692   0.320
0.204   0.1226   0.0687   0.365
0.235   0.1175   0.0679   0.407
0.267   0.1119   0.0673   0.445
0.299   0.1053   0.0656   0.480
0.330   0.0977   0.0634   0.509
0.361   0.0896   0.0609   0.531
0.394   0.0810   0.0581   0.550
0.421   0.0743   0.0558   0.561
0.454   0.0671   0.0537   0.567
0.479   0.0605   0.0515   0.563
0.517   0.0510   0.0486   0.542
0.543   0.0440   0.0462   0.517
0.572   0.0365   0.0435   0.480
0.598   0.0297   0.0411   0.431
