J       CT       CP       eta
0.097   0.0992   0.0467   0.206
0.122   0.0954   0.0461   0.253
0.151   0.0914   0.0456   0.303
0.174   0.0881   0.0452   0.339
0.203   0.0832   0.0444   0.381
0.228   0.0794   0.0438   0.413
0.255   0.0749   0.0431   0.443
0.281   0.0703   0.0423   0.467
0.306   0.0657   0.0413   0.486
0.333   0.0608   0.0403   0.501
0.361   0.0552   0.0391   0.510
0.386   0.0502   0.0381   0.509
0.412   0.0447   0.0368   0.500
0.433   0.0399   0.0356   0.485
0.462   0.0330   0.0339   0.450
0.487   0.0269   0.0324   0.404
0.516   0.0192   0.0305   0.324
