J       CT       CP       eta
0.452   0.0806   0.0739   0.492
0.481   0.0764   0.0733   0.501
0.508   0.0729   0.0728   0.509
0.534   0.0691   0.0722   0.512
0.560   0.0651   0.0714   0.511
0.587   0.0608   0.0706   0.506
0.611   0.0567   0.0697   0.497
0.639   0.0517   0.0682   0.484
0.671   0.0446   0.0661   0.453
0.701   0.0379   0.0632   0.420
0.725   0.0315   0.0605   0.378
0.757   0.0230   0.0565   0.308
0.783   0.0164   0.0533   0.241
0.804   0.0098   0.0503   0.157
0.837   0.0011   0.0459   0.021
0.859   -0.0050   0.0425   -0.101
0.893   -0.0144   0.0376   -0.341
0.915   -0.0201   0.0348   -0.528
0.942   -0.0278   0.0307   -0.852
0.959   -0.0323   0.0278   -1.116
0.997   -0.0430   0.0214   -2.000
1.026   -0.0512   0.0171   -3.072
1.054   -0.0594   0.0123   -5.083
1.081   -0.0667   0.0079   -9.150
