RPM    CT       CP
1745   0.0801   0.0423
2068   0.0832   0.0418
2383   0.0872   0.0422
2664   0.0880   0.0416
2967   0.0893   0.0414
3261   0.0903   0.0418
3590   0.0919   0.0409
3873   0.0947   0.0404
4180   0.0981   0.0395
4489   0.0989   0.0394
4794   0.0992   0.0391
5081   0.0999   0.0391
5399   0.0998   0.0388
5693   0.1004   0.0387
6000   0.1006   0.0387
6293   0.1009   0.0387
