RPM    CT       CP
2486   0.1093   0.0585
2763   0.1162   0.0605
3058   0.1139   0.0594
3279   0.1167   0.0610
3551   0.1103   0.0574
3805   0.1175   0.0605
4045   0.1183   0.0608
4323   0.1179   0.0603
4579   0.1176   0.0598
4848   0.1162   0.0592
5093   0.1187   0.0601
5374   0.1182   0.0598
5630   0.1177   0.0594
5892   0.1191   0.0602
6146   0.1173   0.0595
6413   0.1184   0.0598
