RPM    CT       CP
2489   0.1017   0.0567
2813   0.1023   0.0556
3095   0.1019   0.0549
3386   0.1032   0.0551
3648   0.1045   0.0537
3980   0.1050   0.0522
4259   0.1053   0.0515
4558   0.1045   0.0513
4861   0.1046   0.0505
5139   0.1038   0.0505
5436   0.1051   0.0509
5737   0.1048   0.0504
6031   0.1084   0.0504
6324   0.1057   0.0493
6605   0.1080   0.0499
6897   0.1112   0.0505
