J       CT       CP       eta
0.192   0.0982   0.0668   0.282
0.240   0.0976   0.0668   0.351
0.287   0.0954   0.0669   0.410
0.337   0.0915   0.0671   0.459
0.391   0.0842   0.0663   0.496
0.435   0.0768   0.0648   0.516
0.477   0.0695   0.0629   0.527
0.532   0.0576   0.0587   0.522
0.577   0.0484   0.0548   0.510
0.632   0.0359   0.0489   0.465
0.683   0.0241   0.0424   0.388
0.727   0.0144   0.0370   0.283
0.776   0.0036   0.0304   0.092
0.824   -0.0074   0.0239   -0.255
0.866   -0.0166   0.0182   -0.792
0.913   -0.0269   0.0120   -2.043
0.962   -0.0378   0.0052   -7.019
