J       CT       CP       eta
0.448   0.0993   0.0801   0.556
0.474   0.0957   0.0799   0.568
0.502   0.0919   0.0798   0.578
0.528   0.0881   0.0795   0.586
0.558   0.0836   0.0790   0.590
0.580   0.0800   0.0784   0.592
0.605   0.0753   0.0774   0.589
0.637   0.0683   0.0752   0.578
0.660   0.0628   0.0732   0.566
0.696   0.0537   0.0694   0.538
0.719   0.0476   0.0667   0.513
0.749   0.0392   0.0624   0.471
0.770   0.0341   0.0597   0.440
0.805   0.0252   0.0547   0.371
0.823   0.0208   0.0521   0.328
0.858   0.0122   0.0471   0.222
0.876   0.0079   0.0449   0.153
0.910   -0.0015   0.0393   -0.034
0.938   -0.0081   0.0351   -0.218
0.967   -0.0152   0.0305   -0.482
0.994   -0.0218   0.0259   -0.839
1.022   -0.0286   0.0210   -1.390
1.048   -0.0349   0.0167   -2.196
1.075   -0.0416   0.0118   -3.781
