J       CT       CP       eta
0.134   0.1082   0.0592   0.245
0.170   0.1053   0.0595   0.302
0.204   0.1024   0.0600   0.348
0.237   0.0989   0.0602   0.390
0.275   0.0951   0.0609   0.430
0.314   0.0899   0.0605   0.467
0.346   0.0855   0.0605   0.489
0.382   0.0799   0.0595   0.512
0.416   0.0738   0.0583   0.526
0.449   0.0684   0.0582   0.528
0.488   0.0612   0.0569   0.525
0.520   0.0547   0.0540   0.526
0.560   0.0450   0.0505   0.499
0.595   0.0361   0.0466   0.461
0.628   0.0265   0.0424   0.393
0.665   0.0173   0.0381   0.302
0.693   0.0101   0.0345   0.203
