RPM    CT       CP
2389   0.0774   0.0464
2695   0.0801   0.0464
2965   0.0813   0.0465
3257   0.0822   0.0464
3526   0.0839   0.0466
3828   0.0849   0.0466
4088   0.0859   0.0466
4368   0.0874   0.0467
4671   0.0893   0.0465
4931   0.0908   0.0464
5230   0.0928   0.0465
5501   0.0940   0.0464
5788   0.0961   0.0465
6038   0.0983   0.0469
6350   0.0997   0.0470
6617   0.1002   0.0468
