J       CT       CP       eta
0.378   0.0952   0.0668   0.539
0.400   0.0928   0.0668   0.555
0.421   0.0909   0.0672   0.569
0.444   0.0888   0.0675   0.584
0.465   0.0855   0.0671   0.593
0.486   0.0826   0.0669   0.601
0.508   0.0799   0.0666   0.610
0.534   0.0758   0.0658   0.615
0.555   0.0727   0.0653   0.618
0.579   0.0683   0.0641   0.616
0.603   0.0645   0.0633   0.615
0.625   0.0604   0.0618   0.611
0.644   0.0570   0.0606   0.606
0.671   0.0525   0.0591   0.595
0.692   0.0484   0.0574   0.583
0.711   0.0445   0.0557   0.569
0.737   0.0398   0.0537   0.546
0.760   0.0352   0.0515   0.519
0.778   0.0319   0.0499   0.497
0.805   0.0265   0.0472   0.451
0.825   0.0221   0.0449   0.407
0.848   0.0171   0.0420   0.345
0.869   0.0121   0.0390   0.269
0.891   0.0071   0.0361   0.176
