J       CT       CP       eta
0.371   0.0598   0.0389   0.570
0.397   0.0553   0.0380   0.578
0.413   0.0527   0.0374   0.581
0.439   0.0479   0.0363   0.579
0.458   0.0439   0.0352   0.572
0.480   0.0398   0.0340   0.562
0.500   0.0354   0.0325   0.546
0.524   0.0300   0.0306   0.514
0.551   0.0238   0.0283   0.464
0.570   0.0191   0.0263   0.414
0.595   0.0126   0.0235   0.319
0.612   0.0082   0.0215   0.233
0.637   0.0011   0.0182   0.039
0.658   -0.0053   0.0150   -0.234
0.680   -0.0116   0.0117   -0.674
0.702   -0.0182   0.0082   -1.559
