J       CT       CP       eta
0.508   0.0679   0.0681   0.507
0.538   0.0625   0.0671   0.501
0.566   0.0566   0.0656   0.488
0.597   0.0489   0.0630   0.464
0.629   0.0413   0.0604   0.431
0.663   0.0316   0.0563   0.372
0.689   0.0249   0.0533   0.322
0.719   0.0164   0.0492   0.239
0.743   0.0101   0.0463   0.162
0.781   0.0001   0.0412   0.002
0.816   -0.0091   0.0363   -0.205
0.845   -0.0164   0.0325   -0.427
0.875   -0.0240   0.0285   -0.737
0.908   -0.0322   0.0242   -1.210
0.936   -0.0393   0.0204   -1.806
0.967   -0.0481   0.0162   -2.861
0.996   -0.0558   0.0121   -4.599
