J       CT       CP       eta
0.099   0.1070   0.0559   0.190
0.124   0.1058   0.0560   0.234
0.151   0.1039   0.0564   0.279
0.180   0.1018   0.0566   0.323
0.206   0.0999   0.0570   0.361
0.237   0.0972   0.0573   0.402
0.263   0.0946   0.0574   0.434
0.291   0.0916   0.0574   0.464
0.317   0.0886   0.0576   0.488
0.346   0.0845   0.0575   0.509
0.372   0.0801   0.0570   0.523
0.399   0.0753   0.0563   0.534
0.427   0.0699   0.0553   0.539
0.451   0.0643   0.0537   0.539
0.482   0.0575   0.0518   0.535
0.506   0.0518   0.0498   0.527
0.532   0.0456   0.0475   0.510
