J       CT       CP       eta
0.115   0.0893   0.0430   0.239
0.144   0.0858   0.0435   0.285
0.174   0.0820   0.0434   0.329
0.204   0.0780   0.0432   0.368
0.230   0.0744   0.0430   0.399
0.261   0.0699   0.0424   0.431
0.289   0.0658   0.0418   0.455
0.318   0.0616   0.0411   0.476
0.345   0.0573   0.0402   0.491
0.372   0.0533   0.0394   0.504
0.404   0.0477   0.0378   0.510
0.429   0.0434   0.0365   0.510
0.462   0.0370   0.0343   0.498
0.487   0.0324   0.0327   0.482
0.518   0.0262   0.0304   0.446
0.548   0.0200   0.0279   0.393
0.576   0.0143   0.0256   0.321
