J       CT       CP       eta
0.164   0.1104   0.0589   0.307
0.207   0.1064   0.0596   0.369
0.255   0.0998   0.0599   0.424
0.297   0.0948   0.0600   0.470
0.339   0.0886   0.0597   0.503
0.381   0.0820   0.0587   0.532
0.423   0.0743   0.0571   0.551
0.475   0.0641   0.0545   0.559
0.508   0.0571   0.0518   0.560
0.568   0.0432   0.0465   0.529
0.599   0.0367   0.0433   0.507
0.653   0.0235   0.0367   0.418
0.701   0.0121   0.0310   0.273
0.740   0.0029   0.0260   0.083
0.786   -0.0086   0.0190   -0.358
0.824   -0.0182   0.0130   -1.150
0.874   -0.0310   0.0050   -5.417
