RPM    CT       CP
2015   0.0727   0.0318
2299   0.0750   0.0315
2536   0.0758   0.0314
2822   0.0765   0.0310
3068   0.0773   0.0306
3379   0.0788   0.0306
3637   0.0795   0.0304
3919   0.0805   0.0301
4196   0.0809   0.0301
4472   0.0808   0.0298
4745   0.0816   0.0298
5026   0.0813   0.0297
5291   0.0815   0.0296
5561   0.0817   0.0296
5844   0.0816   0.0295
6093   0.0816   0.0294
