J       CT       CP       eta
0.098   0.1062   0.0486   0.215
0.125   0.1035   0.0488   0.265
0.144   0.1015   0.0491   0.298
0.170   0.0986   0.0492   0.341
0.195   0.0953   0.0492   0.378
0.220   0.0918   0.0490   0.412
0.244   0.0878   0.0486   0.441
0.269   0.0836   0.0481   0.467
0.296   0.0785   0.0472   0.492
0.318   0.0740   0.0462   0.509
0.340   0.0692   0.0450   0.523
0.364   0.0643   0.0437   0.534
0.387   0.0590   0.0421   0.543
0.414   0.0522   0.0397   0.544
0.438   0.0464   0.0376   0.540
0.465   0.0398   0.0351   0.527
0.484   0.0352   0.0332   0.512
