RPM    CT       CP
2501   0.0867   0.0447
2774   0.0854   0.0421
3066   0.0907   0.0431
3353   0.0907   0.0421
3620   0.0915   0.0409
3897   0.0927   0.0416
4170   0.0953   0.0420
4483   0.0968   0.0421
4736   0.0978   0.0418
5023   0.0978   0.0413
5313   0.0973   0.0407
5568   0.0982   0.0407
5872   0.1000   0.0413
6169   0.0991   0.0405
6425   0.0995   0.0408
6725   0.0982   0.0401
