RPM    CT       CP
2554   0.0544   0.0276
2836   0.0559   0.0278
3105   0.0573   0.0277
3428   0.0584   0.0276
3709   0.0598   0.0277
4014   0.0608   0.0276
4319   0.0621   0.0276
4607   0.0632   0.0275
4919   0.0645   0.0275
5211   0.0655   0.0274
5506   0.0666   0.0274
5804   0.0675   0.0273
6101   0.0688   0.0272
6409   0.0692   0.0271
6704   0.0703   0.0271
7031   0.0708   0.0270
