J       CT       CP       eta
0.125   0.1222   0.0753   0.202
0.158   0.1199   0.0751   0.252
0.188   0.1179   0.0750   0.295
0.222   0.1152   0.0749   0.341
0.250   0.1128   0.0749   0.377
0.284   0.1096   0.0748   0.416
0.317   0.1065   0.0749   0.450
0.347   0.1028   0.0747   0.477
0.375   0.0988   0.0743   0.499
0.414   0.0924   0.0732   0.523
0.439   0.0879   0.0722   0.534
0.474   0.0812   0.0705   0.546
0.509   0.0733   0.0678   0.550
0.533   0.0676   0.0656   0.549
0.568   0.0591   0.0619   0.542
0.592   0.0533   0.0593   0.532
0.631   0.0444   0.0555   0.505
