J       CT       CP       eta
0.452   0.0572   0.0472   0.548
0.478   0.0497   0.0442   0.538
0.503   0.0434   0.0416   0.525
0.530   0.0372   0.0390   0.506
0.561   0.0303   0.0360   0.472
0.584   0.0252   0.0337   0.436
0.613   0.0191   0.0310   0.377
0.637   0.0141   0.0289   0.311
0.671   0.0065   0.0255   0.171
0.690   0.0026   0.0238   0.075
0.726   -0.0059   0.0196   -0.221
0.746   -0.0104   0.0173   -0.447
0.775   -0.0171   0.0138   -0.959
0.800   -0.0229   0.0105   -1.746
0.826   -0.0293   0.0069   -3.517
