J       CT       CP       eta
0.113   0.0885   0.0381   0.263
0.145   0.0860   0.0386   0.324
0.175   0.0830   0.0389   0.373
0.201   0.0797   0.0389   0.411
0.234   0.0745   0.0387   0.450
0.261   0.0690   0.0378   0.476
0.292   0.0615   0.0360   0.499
0.316   0.0562   0.0347   0.512
0.346   0.0489   0.0323   0.523
0.376   0.0430   0.0305   0.531
0.401   0.0387   0.0291   0.533
0.432   0.0330   0.0272   0.525
0.466   0.0267   0.0250   0.499
0.494   0.0214   0.0229   0.461
0.520   0.0164   0.0210   0.406
0.549   0.0106   0.0188   0.310
0.582   0.0039   0.0162   0.140
