RPM    CT       CP
1374   0.1032   0.0874
1684   0.1053   0.0892
1942   0.1059   0.0883
2176   0.1078   0.0899
2451   0.1085   0.0893
2733   0.1092   0.0898
3035   0.1099   0.0891
3291   0.1093   0.0879
3556   0.1108   0.0882
3819   0.1135   0.0896
4078   0.1141   0.0894
4323   0.1137   0.0886
4589   0.1135   0.0879
4877   0.1121   0.0838
5137   0.1159   0.0870
5395   0.1163   0.0863
