J       CT       CP       eta
0.459   0.0955   0.0816   0.537
0.486   0.0893   0.0795   0.546
0.512   0.0831   0.0774   0.550
0.543   0.0758   0.0748   0.551
0.570   0.0694   0.0724   0.546
0.595   0.0632   0.0700   0.537
0.630   0.0550   0.0668   0.519
0.655   0.0491   0.0647   0.497
0.682   0.0428   0.0621   0.470
0.714   0.0346   0.0589   0.420
0.738   0.0288   0.0566   0.376
0.763   0.0221   0.0537   0.313
0.795   0.0126   0.0495   0.202
0.820   0.0051   0.0465   0.090
0.850   -0.0039   0.0424   -0.078
0.873   -0.0109   0.0393   -0.242
0.903   -0.0221   0.0344   -0.581
0.933   -0.0321   0.0297   -1.008
0.958   -0.0409   0.0257   -1.527
0.989   -0.0519   0.0204   -2.520
