J       CT       CP       eta
0.418   0.0730   0.0562   0.543
0.440   0.0688   0.0553   0.547
0.462   0.0637   0.0540   0.546
0.486   0.0584   0.0523   0.542
0.513   0.0513   0.0499   0.528
0.540   0.0452   0.0476   0.512
0.569   0.0380   0.0448   0.483
0.591   0.0327   0.0425   0.456
0.618   0.0259   0.0395   0.406
0.639   0.0211   0.0371   0.364
0.668   0.0144   0.0340   0.283
0.690   0.0096   0.0315   0.209
0.719   0.0027   0.0282   0.069
0.738   -0.0018   0.0261   -0.050
0.766   -0.0085   0.0226   -0.289
0.791   -0.0142   0.0196   -0.573
0.814   -0.0198   0.0165   -0.973
0.845   -0.0271   0.0125   -1.832
0.868   -0.0328   0.0092   -3.096
