J       CT       CP       eta
0.084   0.1148   0.0601   0.161
0.109   0.1137   0.0607   0.205
0.131   0.1130   0.0614   0.242
0.157   0.1118   0.0620   0.283
0.180   0.1105   0.0625   0.317
0.201   0.1094   0.0631   0.348
0.223   0.1083   0.0638   0.379
0.243   0.1069   0.0643   0.404
0.270   0.1049   0.0650   0.435
0.289   0.1035   0.0655   0.457
0.311   0.1016   0.0658   0.480
0.336   0.0989   0.0660   0.504
0.357   0.0968   0.0662   0.522
0.377   0.0951   0.0666   0.539
0.399   0.0931   0.0669   0.555
0.424   0.0906   0.0672   0.572
0.444   0.0875   0.0668   0.581
