J       CT       CP       eta
0.099   0.0704   0.0309   0.225
0.125   0.0675   0.0309   0.273
0.152   0.0642   0.0308   0.317
0.179   0.0610   0.0306   0.355
0.205   0.0574   0.0303   0.388
0.235   0.0531   0.0298   0.420
0.261   0.0491   0.0291   0.440
0.291   0.0441   0.0281   0.456
0.316   0.0396   0.0270   0.463
0.344   0.0345   0.0257   0.461
0.369   0.0297   0.0242   0.452
0.398   0.0236   0.0223   0.421
0.422   0.0185   0.0207   0.375
0.453   0.0115   0.0183   0.284
0.479   0.0060   0.0164   0.174
0.506   0.0001   0.0141   0.002
0.532   -0.0059   0.0117   -0.267
