RPM    CT       CP
3001   0.1006   0.0440
3259   0.1030   0.0453
3512   0.1070   0.0468
3798   0.1054   0.0456
4061   0.1076   0.0466
4328   0.1059   0.0456
4603   0.1056   0.0455
4872   0.1063   0.0455
5152   0.1073   0.0450
5417   0.1065   0.0447
5662   0.1074   0.0446
5944   0.1072   0.0445
6225   0.1082   0.0445
6482   0.1059   0.0432
6752   0.1073   0.0435
6998   0.1080   0.0437
