J       CT       CP       eta
0.147   0.1126   0.0945   0.176
0.192   0.1104   0.0929   0.228
0.232   0.1096   0.0923   0.275
0.272   0.1056   0.0927   0.310
0.315   0.0985   0.0957   0.324
0.359   0.0955   0.0936   0.366
0.398   0.0925   0.0922   0.400
0.436   0.0894   0.0907   0.429
0.479   0.0854   0.0888   0.461
0.521   0.0815   0.0882   0.482
0.559   0.0771   0.0877   0.492
0.599   0.0723   0.0870   0.498
0.638   0.0669   0.0860   0.496
0.670   0.0622   0.0850   0.490
0.726   0.0527   0.0823   0.465
0.761   0.0465   0.0804   0.440
0.806   0.0369   0.0761   0.390
