J       CT       CP       eta
0.097   0.0806   0.0387   0.203
0.125   0.0778   0.0389   0.249
0.150   0.0749   0.0391   0.287
0.174   0.0718   0.0390   0.321
0.200   0.0684   0.0389   0.352
0.230   0.0640   0.0385   0.382
0.256   0.0597   0.0379   0.403
0.282   0.0554   0.0372   0.419
0.309   0.0507   0.0362   0.432
0.335   0.0460   0.0351   0.440
0.361   0.0415   0.0339   0.441
0.386   0.0367   0.0325   0.436
0.415   0.0308   0.0306   0.419
0.436   0.0269   0.0292   0.402
0.462   0.0219   0.0274   0.369
0.486   0.0171   0.0255   0.326
0.519   0.0106   0.0229   0.241
