J       CT       CP       eta
0.096   0.1046   0.0510   0.196
0.121   0.1028   0.0513   0.243
0.145   0.1009   0.0517   0.283
0.169   0.0990   0.0521   0.321
0.197   0.0964   0.0525   0.362
0.223   0.0936   0.0527   0.397
0.249   0.0909   0.0530   0.427
0.276   0.0877   0.0532   0.454
0.301   0.0841   0.0530   0.478
0.326   0.0809   0.0529   0.498
0.352   0.0772   0.0526   0.516
0.377   0.0729   0.0520   0.528
0.405   0.0681   0.0512   0.539
0.427   0.0644   0.0504   0.545
0.456   0.0588   0.0492   0.545
0.479   0.0539   0.0478   0.540
0.503   0.0493   0.0464   0.534
