J       CT       CP       eta
0.396   0.0622   0.0497   0.495
0.424   0.0566   0.0481   0.498
0.446   0.0524   0.0469   0.498
0.472   0.0468   0.0452   0.488
0.492   0.0433   0.0441   0.483
0.514   0.0384   0.0420   0.470
0.541   0.0328   0.0401   0.442
0.564   0.0282   0.0384   0.415
0.586   0.0236   0.0366   0.378
0.608   0.0191   0.0349   0.333
0.635   0.0131   0.0322   0.257
0.661   0.0076   0.0297   0.169
0.682   0.0031   0.0276   0.077
0.712   -0.0035   0.0243   -0.104
0.731   -0.0082   0.0217   -0.275
0.758   -0.0145   0.0184   -0.599
