J       CT       CP       eta
0.087   0.0608   0.0252   0.210
0.113   0.0572   0.0249   0.259
0.138   0.0537   0.0245   0.302
0.163   0.0497   0.0239   0.340
0.182   0.0458   0.0229   0.364
0.211   0.0422   0.0225   0.396
0.239   0.0378   0.0216   0.417
0.258   0.0332   0.0203   0.421
0.287   0.0293   0.0197   0.427
0.312   0.0257   0.0190   0.423
0.336   0.0213   0.0178   0.403
0.363   0.0166   0.0165   0.365
0.387   0.0122   0.0152   0.310
0.405   0.0086   0.0140   0.248
0.432   0.0036   0.0125   0.125
0.456   -0.0020   0.0103   -0.090
