RPM    CT       CP
2514   0.1050   0.0704
2800   0.1041   0.0665
3060   0.1053   0.0664
3367   0.1063   0.0673
3673   0.1077   0.0657
3918   0.1101   0.0655
4210   0.1116   0.0651
4536   0.1097   0.0635
4797   0.1134   0.0632
5081   0.1123   0.0619
5368   0.1119   0.0615
5649   0.1125   0.0619
5956   0.1126   0.0611
6228   0.1154   0.0618
6509   0.1146   0.0608
6812   0.1144   0.0606
