J       CT       CP       eta
0.437   0.0784   0.0581   0.590
0.468   0.0741   0.0576   0.602
0.492   0.0697   0.0565   0.606
0.521   0.0650   0.0554   0.610
0.547   0.0606   0.0545   0.609
0.572   0.0561   0.0531   0.604
0.601   0.0501   0.0511   0.589
0.622   0.0459   0.0493   0.580
0.655   0.0395   0.0471   0.549
0.674   0.0351   0.0452   0.524
0.702   0.0286   0.0423   0.475
0.731   0.0216   0.0389   0.405
0.756   0.0156   0.0360   0.327
0.790   0.0065   0.0310   0.165
0.817   -0.0009   0.0267   -0.027
0.843   -0.0083   0.0221   -0.318
0.871   -0.0168   0.0166   -0.879
