J       CT       CP       eta
0.453   0.0877   0.0696   0.571
0.479   0.0817   0.0675   0.580
0.505   0.0766   0.0660   0.586
0.531   0.0709   0.0640   0.588
0.557   0.0654   0.0622   0.585
0.580   0.0601   0.0603   0.578
0.616   0.0521   0.0573   0.559
0.639   0.0466   0.0552   0.539
0.663   0.0407   0.0529   0.510
0.689   0.0341   0.0501   0.468
0.714   0.0275   0.0472   0.416
0.743   0.0194   0.0436   0.331
0.773   0.0104   0.0397   0.203
0.804   0.0008   0.0352   0.018
0.825   -0.0057   0.0323   -0.146
0.862   -0.0180   0.0266   -0.584
0.878   -0.0229   0.0242   -0.830
0.911   -0.0345   0.0187   -1.676
0.940   -0.0441   0.0142   -2.923
0.965   -0.0526   0.0101   -5.048
