RPM    CT       CP
2023   0.0930   0.0541
2307   0.0994   0.0553
2587   0.1018   0.0553
2824   0.1022   0.0547
3171   0.1025   0.0539
3437   0.1039   0.0539
3803   0.1054   0.0534
4107   0.1053   0.0526
4404   0.1070   0.0525
4703   0.1084   0.0521
5013   0.1097   0.0517
5319   0.1102   0.0512
5618   0.1109   0.0508
5906   0.1118   0.0503
6205   0.1127   0.0498
6489   0.1139   0.0494
